Product,Type,Release Date,Process Size (nm),TDP (W),DieSizeValue,Die Size (mm^2),Transistors (million),Freq (GHz),Foundry,Vendor
Intel Xeon Phi 3120P,CPU,2013-06-17,22.0,300.0,350.0,350,5000.0,1100.0,Intel,Intel
Intel Xeon Phi 31S1P,CPU,2013-06-17,22.0,270.0,350.0,350,5000.0,1100.0,Intel,Intel
Intel Xeon Phi 5120D,CPU,2013-06-17,22.0,245.0,350.0,350,5000.0,1053.0,Intel,Intel
Intel Xeon Phi 7120P,CPU,2013-06-17,22.0,300.0,350.0,350,5000.0,1238.0,Intel,Intel
AMD A10 PRO-7800B,CPU,2014-07-31,28.0,65.0,245.0,245,2411.0,3500.0,GlobalFoundries,AMD
AMD A10 PRO-7850B,CPU,2014-07-31,28.0,95.0,245.0,245,2411.0,3700.0,GlobalFoundries,AMD
AMD A10-7800,CPU,2014-07-31,28.0,65.0,245.0,245,2411.0,3500.0,GlobalFoundries,AMD
AMD A4 PRO-7350B,CPU,2014-07-31,28.0,65.0,245.0,245,2411.0,3400.0,GlobalFoundries,AMD
AMD A6 PRO-7400B,CPU,2014-07-31,28.0,65.0,245.0,245,2411.0,3500.0,GlobalFoundries,AMD
AMD A6-7400K,CPU,2014-07-31,28.0,65.0,245.0,245,2411.0,3500.0,GlobalFoundries,AMD
AMD A8 PRO-7600B,CPU,2014-07-31,28.0,65.0,245.0,245,2411.0,3100.0,GlobalFoundries,AMD
AMD A8-7600,CPU,2014-07-31,28.0,65.0,245.0,245,2411.0,3100.0,GlobalFoundries,AMD
AMD Athlon X2 450,CPU,2014-07-31,28.0,65.0,245.0,245,2411.0,3500.0,GlobalFoundries,AMD
AMD Athlon X4 840,CPU,2014-08-12,28.0,65.0,245.0,245,2411.0,3100.0,GlobalFoundries,AMD
AMD Athlon X4 860K,CPU,2014-08-12,28.0,95.0,245.0,245,2411.0,3700.0,GlobalFoundries,AMD
Intel Core i3-4160,CPU,2014-07-21,22.0,54.0,177.0,177,1400.0,3600.0,Intel,Intel
Intel Core i3-4160T,CPU,2014-07-21,22.0,35.0,177.0,177,1400.0,3100.0,Intel,Intel
Intel Core i3-4360T,CPU,2014-07-21,22.0,35.0,177.0,177,1400.0,3200.0,Intel,Intel
Intel Core i3-4370,CPU,2014-07-21,22.0,54.0,177.0,177,1400.0,3800.0,Intel,Intel
Intel Core i5-4690K,CPU,2014-06-02,22.0,88.0,177.0,177,1400.0,3500.0,Intel,Intel
Intel Core i7-4770HQ,CPU,2014-07-01,22.0,47.0,264.0,264,1400.0,2200.0,Intel,Intel
Intel Core i7-4870HQ,CPU,2014-07-01,22.0,47.0,264.0,264,1400.0,2500.0,Intel,Intel
Intel Core i7-5820K,CPU,2014-09-01,22.0,140.0,356.0,356,2600.0,3300.0,Intel,Intel
Intel Core i7-5930K,CPU,2014-09-01,22.0,140.0,356.0,356,2600.0,3500.0,Intel,Intel
Intel Core i7-5960X,CPU,2014-09-01,22.0,140.0,356.0,356,2600.0,3000.0,Intel,Intel
Intel Pentium G3250,CPU,2014-07-21,22.0,54.0,177.0,177,1400.0,3200.0,Intel,Intel
Intel Pentium G3250T,CPU,2014-07-21,22.0,35.0,177.0,177,1400.0,2800.0,Intel,Intel
Intel Pentium G3258,CPU,2014-06-02,22.0,54.0,131.0,131,960.0,3200.0,Intel,Intel
Intel Pentium G3450T,CPU,2014-07-21,22.0,35.0,177.0,177,1400.0,2900.0,Intel,Intel
Intel Pentium G3460,CPU,2014-07-21,22.0,54.0,177.0,177,1400.0,3500.0,Intel,Intel
Intel Xeon E3-1226 v3,CPU,2014-05-11,22.0,84.0,160.0,160,1400.0,3300.0,Intel,Intel
Intel Xeon E3-1231 v3,CPU,2014-05-11,22.0,80.0,160.0,160,1400.0,3400.0,Intel,Intel
Intel Xeon E3-1240L v3,CPU,2014-05-11,22.0,25.0,160.0,160,1400.0,2000.0,Intel,Intel
Intel Xeon E3-1241 v3,CPU,2014-05-11,22.0,80.0,160.0,160,1400.0,3500.0,Intel,Intel
Intel Xeon E5-1603 v3,CPU,2014-09-08,22.0,140.0,356.0,356,2600.0,2800.0,Intel,Intel
Intel Xeon E5-1607 v3,CPU,2014-09-08,22.0,140.0,356.0,356,2600.0,3100.0,Intel,Intel
Intel Xeon E5-1620 v3,CPU,2014-09-08,22.0,140.0,356.0,356,2600.0,3500.0,Intel,Intel
Intel Xeon E5-1630 v3,CPU,2014-09-08,22.0,140.0,356.0,356,2600.0,3700.0,Intel,Intel
Intel Xeon E5-1650 v3,CPU,2014-09-08,22.0,140.0,356.0,356,2600.0,3500.0,Intel,Intel
Intel Xeon E5-1660 v3,CPU,2014-09-08,22.0,140.0,356.0,356,2600.0,3000.0,Intel,Intel
Intel Xeon E5-1680 v3,CPU,2014-09-08,22.0,140.0,356.0,356,2600.0,3200.0,Intel,Intel
Intel Xeon E5-1681 v3,CPU,2014-09-08,22.0,135.0,356.0,356,2600.0,2900.0,Intel,Intel
Intel Xeon E5-1686 v3,CPU,2014-09-08,22.0,135.0,356.0,356,2600.0,2600.0,Intel,Intel
Intel Xeon E5-1691 v3,CPU,2014-09-08,22.0,135.0,356.0,356,2600.0,2500.0,Intel,Intel
Intel Xeon E5-2603 v3,CPU,2014-09-08,22.0,85.0,356.0,356,2600.0,1600.0,Intel,Intel
Intel Xeon E5-2608L v3,CPU,2014-09-08,22.0,52.0,356.0,356,2600.0,2000.0,Intel,Intel
Intel Xeon E5-2609 v3,CPU,2014-09-08,22.0,85.0,356.0,356,2600.0,1900.0,Intel,Intel
Intel Xeon E5-2618L v3,CPU,2014-09-08,22.0,75.0,356.0,356,2600.0,2300.0,Intel,Intel
Intel Xeon E5-2620 v3,CPU,2014-09-08,22.0,85.0,356.0,356,2600.0,2400.0,Intel,Intel
Intel Xeon E5-2622 v3,CPU,2014-09-08,22.0,85.0,356.0,356,2600.0,2400.0,Intel,Intel
Intel Xeon E5-2623 v3,CPU,2014-09-08,22.0,105.0,356.0,356,2600.0,3000.0,Intel,Intel
Intel Xeon E5-2628 v3,CPU,2014-09-08,22.0,85.0,356.0,356,2600.0,2500.0,Intel,Intel
Intel Xeon E5-2628L v3,CPU,2014-09-08,22.0,75.0,356.0,356,2600.0,2000.0,Intel,Intel
Intel Xeon E5-2629 v3,CPU,2014-09-08,22.0,85.0,356.0,356,2600.0,2400.0,Intel,Intel
Intel Xeon E5-2630 v3,CPU,2014-09-08,22.0,85.0,356.0,356,2600.0,2400.0,Intel,Intel
Intel Xeon E5-2630L v3,CPU,2014-09-08,22.0,55.0,356.0,356,2600.0,1800.0,Intel,Intel
Intel Xeon E5-2637 v3,CPU,2014-09-08,22.0,135.0,356.0,356,2600.0,3500.0,Intel,Intel
Intel Xeon E5-2640 v3,CPU,2014-09-08,22.0,90.0,356.0,356,2600.0,2600.0,Intel,Intel
Intel Xeon E5-2643 v3,CPU,2014-09-08,22.0,135.0,356.0,356,2600.0,3400.0,Intel,Intel
Intel Xeon E5-2648L v3,CPU,2014-09-08,22.0,75.0,356.0,356,2600.0,1800.0,Intel,Intel
Intel Xeon E5-2649 v3,CPU,2014-09-08,22.0,105.0,356.0,356,2600.0,2300.0,Intel,Intel
Intel Xeon E5-2650 v3,CPU,2014-09-08,22.0,105.0,356.0,356,2600.0,2300.0,Intel,Intel
Intel Xeon E5-2650L v3,CPU,2014-09-08,22.0,65.0,356.0,356,2600.0,1800.0,Intel,Intel
Intel Xeon E5-2652 v3,CPU,2014-09-08,22.0,105.0,356.0,356,2600.0,2300.0,Intel,Intel
Intel Xeon E5-2658 v3,CPU,2014-09-08,22.0,105.0,356.0,356,2600.0,2200.0,Intel,Intel
Intel Xeon E5-2660 v3,CPU,2014-09-08,22.0,105.0,356.0,356,2600.0,2600.0,Intel,Intel
Intel Xeon E5-2663 v3,CPU,2014-09-08,22.0,105.0,356.0,356,2600.0,2800.0,Intel,Intel
Intel Xeon E5-2666 v3,CPU,2014-11-13,22.0,135.0,356.0,356,2600.0,2900.0,Intel,Intel
Intel Xeon E5-2667 v3,CPU,2014-09-08,22.0,135.0,356.0,356,2600.0,3200.0,Intel,Intel
Intel Xeon E5-2670 v3,CPU,2014-09-08,22.0,120.0,356.0,356,2600.0,2300.0,Intel,Intel
Intel Xeon E5-2673 v3,CPU,2014-09-08,22.0,105.0,356.0,356,2600.0,2400.0,Intel,Intel
Intel Xeon E5-2675 v3,CPU,2014-09-08,22.0,110.0,356.0,356,2600.0,1800.0,Intel,Intel
Intel Xeon E5-2680 v3,CPU,2014-09-08,22.0,120.0,356.0,356,2600.0,2500.0,Intel,Intel
Intel Xeon E5-2683 v3,CPU,2014-09-08,22.0,120.0,356.0,356,2600.0,2000.0,Intel,Intel
Intel Xeon E5-2685 v3,CPU,2014-09-08,22.0,120.0,356.0,356,2600.0,2600.0,Intel,Intel
Intel Xeon E5-2686 v3,CPU,2014-09-08,22.0,120.0,356.0,356,2600.0,2000.0,Intel,Intel
Intel Xeon E5-2687W v3,CPU,2014-09-08,22.0,160.0,356.0,356,2600.0,3100.0,Intel,Intel
Intel Xeon E5-2690 v3,CPU,2014-09-08,22.0,135.0,356.0,356,2600.0,2600.0,Intel,Intel
Intel Xeon E5-2692 v3,CPU,2014-09-08,22.0,165.0,356.0,356,2600.0,3000.0,Intel,Intel
Intel Xeon E5-2695 v3,CPU,2014-09-08,22.0,120.0,356.0,356,2600.0,2300.0,Intel,Intel
Intel Xeon E5-2696 v3,CPU,2014-09-08,22.0,145.0,622.0,622,5690.0,2300.0,Intel,Intel
Intel Xeon E5-2697 v3,CPU,2014-09-08,22.0,145.0,356.0,356,2600.0,2600.0,Intel,Intel
Intel Xeon E5-2698 v3,CPU,2014-09-08,22.0,135.0,356.0,356,2600.0,2300.0,Intel,Intel
Intel Xeon E5-2698A v3,CPU,2014-11-18,22.0,165.0,356.0,356,2600.0,2800.0,Intel,Intel
Intel Xeon E5-2699 v3,CPU,2014-09-08,22.0,145.0,356.0,356,2600.0,2300.0,Intel,Intel
AMD A10-7870K,CPU,2015-05-28,28.0,95.0,245.0,245,2411.0,3900.0,GlobalFoundries,AMD
AMD A8-7670K,CPU,2015-07-20,28.0,95.0,245.0,245,2411.0,3600.0,GlobalFoundries,AMD
AMD PRO A10-8750B,CPU,2015-09-29,28.0,95.0,245.0,245,2411.0,3600.0,GlobalFoundries,AMD
AMD PRO A10-8850B,CPU,2015-09-29,28.0,95.0,245.0,245,2411.0,3900.0,GlobalFoundries,AMD
AMD PRO A4-8350B,CPU,2015-09-29,28.0,65.0,245.0,245,2411.0,3500.0,GlobalFoundries,AMD
AMD PRO A6-8550B,CPU,2015-09-29,28.0,65.0,245.0,245,2411.0,3500.0,GlobalFoundries,AMD
AMD PRO A8-8650B,CPU,2015-09-29,28.0,65.0,245.0,245,2411.0,3200.0,GlobalFoundries,AMD
Intel Celeron 3205U,CPU,2015-03-01,14.0,15.0,82.0,82,1300.0,1500.0,Intel,Intel
Intel Celeron 3755U,CPU,2015-03-01,14.0,15.0,82.0,82,1300.0,1700.0,Intel,Intel
Intel Celeron G3900,CPU,2015-09-01,14.0,51.0,150.0,150,1400.0,2800.0,Intel,Intel
Intel Celeron G3920,CPU,2015-09-01,14.0,51.0,150.0,150,1400.0,2900.0,Intel,Intel
Intel Core i3-5005U,CPU,2015-03-01,14.0,15.0,82.0,82,1300.0,2000.0,Intel,Intel
Intel Core i3-6100,CPU,2015-09-01,14.0,51.0,150.0,150,1400.0,3700.0,Intel,Intel
Intel Core i3-6300,CPU,2015-09-01,14.0,51.0,150.0,150,1400.0,3800.0,Intel,Intel
Intel Core i3-6320,CPU,2015-09-01,14.0,51.0,150.0,150,1400.0,3900.0,Intel,Intel
Intel Pentium 3805U,CPU,2015-03-01,14.0,15.0,82.0,82,1300.0,1900.0,Intel,Intel
Intel Pentium G4400,CPU,2015-09-01,14.0,51.0,150.0,150,1400.0,3300.0,Intel,Intel
Intel Pentium G4500,CPU,2015-09-01,14.0,51.0,150.0,150,1400.0,3500.0,Intel,Intel
Intel Pentium G4520,CPU,2015-09-01,14.0,51.0,150.0,150,1400.0,3600.0,Intel,Intel
Intel Xeon D-1518,CPU,2015-03-09,14.0,35.0,246.0,246,3200.0,2200.0,Intel,Intel
Intel Xeon D-1520,CPU,2015-03-09,14.0,45.0,246.0,246,3200.0,2200.0,Intel,Intel
Intel Xeon D-1521,CPU,2015-11-01,14.0,45.0,246.0,246,3200.0,2400.0,Intel,Intel
Intel Xeon D-1527,CPU,2015-11-01,14.0,35.0,246.0,246,3200.0,2200.0,Intel,Intel
Intel Xeon D-1528,CPU,2015-11-01,14.0,35.0,246.0,246,3200.0,1900.0,Intel,Intel
Intel Xeon D-1531,CPU,2015-11-01,14.0,35.0,246.0,246,3200.0,2200.0,Intel,Intel
Intel Xeon D-1537,CPU,2015-11-01,14.0,35.0,246.0,246,3200.0,1700.0,Intel,Intel
Intel Xeon D-1540,CPU,2015-03-09,14.0,45.0,246.0,246,3200.0,2000.0,Intel,Intel
Intel Xeon D-1541,CPU,2015-11-01,14.0,45.0,246.0,246,3200.0,2100.0,Intel,Intel
Intel Xeon D-1548,CPU,2015-11-01,14.0,45.0,246.0,246,3200.0,2000.0,Intel,Intel
Intel Xeon E3-1220 v5,CPU,2015-10-19,14.0,80.0,122.0,122,1750.0,3000.0,Intel,Intel
Intel Xeon E3-1225 v5,CPU,2015-10-19,14.0,80.0,122.0,122,1750.0,3300.0,Intel,Intel
Intel Xeon E3-1230 v5,CPU,2015-10-19,14.0,80.0,122.0,122,1750.0,3400.0,Intel,Intel
Intel Xeon E3-1235L v5,CPU,2015-10-19,14.0,25.0,122.0,122,1750.0,2000.0,Intel,Intel
Intel Xeon E3-1240 v5,CPU,2015-10-19,14.0,80.0,122.0,122,1750.0,3500.0,Intel,Intel
Intel Xeon E3-1240L v5,CPU,2015-10-19,14.0,25.0,122.0,122,1750.0,2100.0,Intel,Intel
Intel Xeon E3-1245 v5,CPU,2015-10-19,14.0,80.0,122.0,122,1750.0,3500.0,Intel,Intel
Intel Xeon E3-1260L v5,CPU,2015-10-19,14.0,45.0,122.0,122,1750.0,2900.0,Intel,Intel
Intel Xeon E3-1268L v5,CPU,2015-10-19,14.0,35.0,122.0,122,1750.0,2400.0,Intel,Intel
Intel Xeon E3-1270 v5,CPU,2015-10-19,14.0,80.0,122.0,122,1750.0,3600.0,Intel,Intel
Intel Xeon E3-1275 v5,CPU,2015-10-19,14.0,80.0,122.0,122,1750.0,3600.0,Intel,Intel
Intel Xeon E3-1280 v5,CPU,2015-10-19,14.0,80.0,122.0,122,1750.0,3700.0,Intel,Intel
Intel Xeon E3-1285L v4,CPU,2015-06-02,14.0,65.0,160.0,160,1400.0,3400.0,Intel,Intel
Intel Xeon E3-1505L v5,CPU,2015-10-27,14.0,25.0,122.0,122,2300.0,2000.0,Intel,Intel
Intel Xeon E3-1505M v5,CPU,2015-10-27,14.0,45.0,122.0,122,2300.0,2800.0,Intel,Intel
Intel Xeon E3-1535M v5,CPU,2015-10-27,14.0,45.0,122.0,122,2300.0,2900.0,Intel,Intel
Intel Xeon E5-4610 v3,CPU,2015-06-01,22.0,105.0,356.0,356,2600.0,1700.0,Intel,Intel
Intel Xeon E5-4620 v3,CPU,2015-06-01,22.0,105.0,356.0,356,2600.0,2000.0,Intel,Intel
Intel Xeon E5-4627 v3,CPU,2015-06-01,22.0,135.0,356.0,356,2600.0,2600.0,Intel,Intel
Intel Xeon E5-4640 v3,CPU,2015-06-01,22.0,105.0,356.0,356,2600.0,1900.0,Intel,Intel
Intel Xeon E5-4648 v3,CPU,2015-06-01,22.0,105.0,356.0,356,2600.0,1700.0,Intel,Intel
Intel Xeon E5-4650 v3,CPU,2015-06-01,22.0,105.0,356.0,356,2600.0,2100.0,Intel,Intel
Intel Xeon E5-4655 v3,CPU,2015-06-01,22.0,135.0,356.0,356,2600.0,2900.0,Intel,Intel
Intel Xeon E5-4660 v3,CPU,2015-06-01,22.0,120.0,356.0,356,2600.0,2100.0,Intel,Intel
Intel Xeon E5-4667 v3,CPU,2015-06-01,22.0,135.0,356.0,356,2600.0,2000.0,Intel,Intel
Intel Xeon E5-4669 v3,CPU,2015-06-01,22.0,135.0,356.0,356,2600.0,2100.0,Intel,Intel
Intel Xeon E7-4809 v3,CPU,2015-06-01,22.0,115.0,356.0,356,2600.0,2000.0,Intel,Intel
Intel Xeon E7-4820 v3,CPU,2015-06-01,22.0,115.0,622.0,622,5960.0,1900.0,Intel,Intel
Intel Xeon E7-4830 v3,CPU,2015-06-01,22.0,115.0,160.0,160,1400.0,2100.0,Intel,Intel
Intel Xeon E7-4850 v3,CPU,2015-06-01,22.0,115.0,160.0,160,1400.0,2200.0,Intel,Intel
Intel Xeon E7-8860 v3,CPU,2015-06-01,22.0,140.0,160.0,160,1400.0,2200.0,Intel,Intel
Intel Xeon E7-8867 v3,CPU,2015-06-01,22.0,165.0,160.0,160,1400.0,2500.0,Intel,Intel
Intel Xeon E7-8870 v3,CPU,2015-06-01,22.0,140.0,160.0,160,1400.0,2100.0,Intel,Intel
Intel Xeon E7-8880 v3,CPU,2015-06-01,22.0,150.0,160.0,160,1400.0,2300.0,Intel,Intel
Intel Xeon E7-8880L v3,CPU,2015-06-01,22.0,115.0,160.0,160,1400.0,2000.0,Intel,Intel
Intel Xeon E7-8890 v3,CPU,2015-06-01,22.0,165.0,160.0,160,1400.0,2500.0,Intel,Intel
Intel Xeon E7-8891 v3,CPU,2015-06-01,22.0,165.0,160.0,160,1400.0,2800.0,Intel,Intel
Intel Xeon E7-8893 v3,CPU,2015-06-01,22.0,140.0,160.0,160,1400.0,3200.0,Intel,Intel
AMD A10-7860K,CPU,2016-02-02,28.0,65.0,245.0,245,2411.0,3600.0,GlobalFoundries,AMD
AMD A10-7890K,CPU,2016-01-11,28.0,95.0,245.0,245,2411.0,4000.0,GlobalFoundries,AMD
AMD A6-7470K,CPU,2016-02-02,28.0,65.0,245.0,245,2411.0,3700.0,GlobalFoundries,AMD
AMD A6-9500,CPU,2016-09-05,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD Athlon X4 845,CPU,2016-02-02,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD PRO A10-9700E,CPU,2016-10-03,28.0,35.0,250.0,250,3100.0,3000.0,GlobalFoundries,AMD
AMD PRO A12-9800,CPU,2016-10-03,28.0,65.0,250.0,250,3100.0,3800.0,GlobalFoundries,AMD
AMD PRO A6-9500,CPU,2016-10-03,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD PRO A6-9500E,CPU,2016-10-03,28.0,35.0,250.0,250,3100.0,3000.0,GlobalFoundries,AMD
AMD PRO A8-9600,CPU,2016-10-03,28.0,65.0,250.0,250,3100.0,3100.0,GlobalFoundries,AMD
Intel Core i5-6350HQ,CPU,2016-01-24,14.0,45.0,171.0,171,2300.0,2300.0,Intel,Intel
Intel Core i7-6800K,CPU,2016-05-31,14.0,140.0,246.0,246,3400.0,3400.0,Intel,Intel
Intel Core i7-6850K,CPU,2016-05-31,14.0,140.0,246.0,246,3400.0,3600.0,Intel,Intel
Intel Core i7-6900K,CPU,2016-05-31,14.0,140.0,246.0,246,3400.0,3200.0,Intel,Intel
Intel Core i7-6950X,CPU,2016-05-31,14.0,140.0,246.0,246,3400.0,3000.0,Intel,Intel
Intel Xeon D-1557,CPU,2016-02-24,14.0,45.0,246.0,246,3200.0,1500.0,Intel,Intel
Intel Xeon D-1567,CPU,2016-02-24,14.0,65.0,246.0,246,3200.0,2100.0,Intel,Intel
Intel Xeon D-1571,CPU,2016-02-24,14.0,45.0,246.0,246,3200.0,1300.0,Intel,Intel
Intel Xeon D-1577,CPU,2016-02-24,14.0,45.0,246.0,246,3200.0,1300.0,Intel,Intel
Intel Xeon D-1581,CPU,2016-02-24,14.0,65.0,246.0,246,3200.0,1800.0,Intel,Intel
Intel Xeon D-1587,CPU,2016-02-24,14.0,65.0,246.0,246,3200.0,1700.0,Intel,Intel
Intel Xeon E3-1515M v5,CPU,2016-01-24,14.0,45.0,171.0,171,2300.0,2800.0,Intel,Intel
Intel Xeon E3-1545M v5,CPU,2016-01-24,14.0,45.0,171.0,171,2300.0,2900.0,Intel,Intel
Intel Xeon E3-1558L v5,CPU,2016-05-31,14.0,45.0,171.0,171,2300.0,1900.0,Intel,Intel
Intel Xeon E3-1565L v5,CPU,2016-05-31,14.0,35.0,171.0,171,2300.0,2500.0,Intel,Intel
Intel Xeon E3-1575M v5,CPU,2016-01-24,14.0,45.0,171.0,171,2300.0,3000.0,Intel,Intel
Intel Xeon E3-1578L v5,CPU,2016-05-31,14.0,45.0,171.0,171,2300.0,2000.0,Intel,Intel
Intel Xeon E3-1585 v5,CPU,2016-05-31,14.0,65.0,171.0,171,2300.0,3500.0,Intel,Intel
Intel Xeon E3-1585L v5,CPU,2016-05-31,14.0,45.0,171.0,171,2300.0,3000.0,Intel,Intel
Intel Xeon E5-1620 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3500.0,Intel,Intel
Intel Xeon E5-1630 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3700.0,Intel,Intel
Intel Xeon E5-1650 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3600.0,Intel,Intel
Intel Xeon E5-1660 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3200.0,Intel,Intel
Intel Xeon E5-1680 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3400.0,Intel,Intel
Intel Xeon E5-2699A v4,CPU,2016-10-25,14.0,145.0,456.0,456,7200.0,2400.0,Intel,Intel
AMD A10-9700,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD A10-9700E,CPU,2017-07-27,28.0,35.0,250.0,250,3100.0,3000.0,GlobalFoundries,AMD
AMD A12-9800,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3800.0,GlobalFoundries,AMD
AMD A12-9800E,CPU,2017-07-27,28.0,35.0,250.0,250,3100.0,3100.0,GlobalFoundries,AMD
AMD A6-9550,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3800.0,GlobalFoundries,AMD
AMD A8-9600,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3100.0,GlobalFoundries,AMD
AMD Athlon X4 940,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3200.0,GlobalFoundries,AMD
AMD Athlon X4 950,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD Athlon X4 970,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3800.0,GlobalFoundries,AMD
AMD EPYC 7251,CPU,2017-06-29,14.0,120.0,213.0,213,4800.0,2100.0,GlobalFoundries,AMD
AMD EPYC 7281,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2100.0,GlobalFoundries,AMD
AMD EPYC 7301,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2200.0,GlobalFoundries,AMD
AMD EPYC 7351,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2400.0,GlobalFoundries,AMD
